ID Geography,Geography,Property Value (2013),Property Value (2014),Property Value (2015),Property Value (2016),Property Value (2017),Property Value (2018),Property Value Moe (2013),Property Value Moe (2014),Property Value Moe (2015),Property Value Moe (2016),Property Value Moe (2017),Property Value Moe (2018)
"05000US48381","Randall County, TX",148500,152700,154800,161600,173900,172600,6180,7676,6428,6619,9625,4462
"05000US13097","Douglas County, GA",111600,123300,133300,158900,161300,170700,8574,9830,8982,9400,5662,6356
"05000US18057","Hamilton County, IN",225000,233100,235500,244100,266500,280100,6621,8610,7458.000000000001,8285,10432,9640
"05000US18053","Grant County, IN",77500,86100,84900,94100,99600,84500,3932,3944.9999999999995,4988,6093,14064.000000000001,7610.000000000001
"05000US48397","Rockwall County, TX",173200,193500,233200,243000,266400,284700,9221,10307,15028,12475,11636,11058
"05000US13113","Fayette County, GA",230300,238400,240500,277500,280600,293900,9659,10642,14541,15265.999999999998,10762,11942
"05000US51087","Henrico County, VA",213400,218000,229700,223900,239000,254100,6429,8775,6687,7949.000000000001,7528.000000000001,9519
"05000US18043","Floyd County, IN",155200,160300,159900,164900,170700,174600,8128,7378,7749,7024,13498,9235
"05000US18039","Elkhart County, IN",119300,125900,134900,129300,143900,152800,3985.9999999999995,4544,4762,5822,5652,5389
"05000US48409","San Patricio County, TX",89800,103600,128500,106100,120900,133500,6647,7976.999999999999,12113,14291,13308,9467
"05000US13115","Floyd County, GA",115500,132200,120600,119700,135000,128200,11391,11220,9362,13870.000000000001,8243,14009.000000000001
"05000US18035","Delaware County, IN",85700,88300,94100,91900,92100,96000,3461,6336,7308.999999999999,5177,6574,6380
"05000US18019","Clark County, IN",121400,129500,137500,136800,137200,154600,5383,5770,5116,5676,4640,6386
"05000US48423","Smith County, TX",127700,147000,145500,153100,155900,168300,7699,9241,8824,7069.999999999999,9919,7914
"05000US13117","Forsyth County, GA",253100,276800,299200,323100,349500,351900,10947,7873,10542,8977,7742,8005
"05000US51085","Hanover County, VA",262100,257600,269400,266500,291600,294700,9768,8105,9521,10800,10203,9095
"05000US18011","Boone County, IN",,,,,221600,244900,,,,,17837,21884
"05000US18005","Bartholomew County, IN",129800,132400,136800,147500,148500,155700,10518,7209.000000000001,6855.000000000001,9608,13114,12233
"05000US18003","Allen County, IN",110600,113600,123100,121300,133100,132400,3209,3166,3276,3150,3892,3474
"05000US13121","Fulton County, GA",231800,248800,274700,288900,306200,333200,8471,9176,10902,12620,13640.999999999998,10629
"05000US48439","Tarrant County, TX",138800,145200,153200,168500,186200,210000,2457,1854.0000000000002,2289,2937,3046,3703.0000000000004
"05000US17201","Winnebago County, IL",116600,108200,117800,117400,118300,121800,3408.9999999999995,3573,3558,3483,3646.9999999999995,4186
"05000US17199","Williamson County, IL",102400,108500,97400,109800,126600,121200,9039,9888,8732,9705,8069.000000000001,10618
"05000US13127","Glynn County, GA",146000,151600,172500,174600,170700,185400,15158,17678,22625,16252.000000000001,18727,17879
"05000US51069","Frederick County, VA",222300,229000,247500,243600,243200,265300,19046,19403,14214.000000000001,16122,12521,14465
"05000US48441","Taylor County, TX",95800,110400,114300,108200,122100,130300,7287,7782.000000000001,6228,10062,9613,10680
"05000US17197","Will County, IL",203000,209400,213700,224600,230300,242800,4402,4728,3772,4017.0000000000004,3761,4005
"05000US17183","Vermilion County, IL",72000,76400,73800,79900,77900,85000,4283,4088.0000000000004,5359,5725,4630,6132
"05000US13135","Gwinnett County, GA",159300,172900,183200,194500,220000,232600,4673,3554.9999999999995,4644,3653.0000000000004,4478,4227
"05000US48451","Tom Green County, TX",110800,96800,124300,139900,140400,155000,6936,7814.999999999999,10302,8591,14417,12119
"05000US17179","Tazewell County, IL",130100,136900,138900,141400,140400,142700,5924,5572,6268,6328,4994,6655
"05000US17167","Sangamon County, IL",130900,132200,133700,140300,140100,143600,6017,4880,5361,4376,6885.000000000001,7343
"05000US13139","Hall County, GA",160900,156400,173600,184000,195600,217900,5717,7911,7737.999999999999,12059,8331,10713
"05000US51061","Fauquier County, VA",357000,367100,373000,372200,390100,418400,15365.000000000001,17181,12475,19008,19357,23675
"05000US48453","Travis County, TX",231700,245600,277100,304100,321400,355200,4557,5151,7452,7959.000000000001,7756,6193
"05000US17163","St. Clair County, IL",119500,123600,115000,132700,128500,132200,5387,5335,6397,9974,8403,6559
"05000US17161","Rock Island County, IL",111100,115900,113400,117000,117300,118100,6819,4951,3866,3957,4124,5444
"05000US13151","Henry County, GA",130600,139700,153300,174900,169600,185400,7111,7883,8103,8538,4661,10288
"05000US48469","Victoria County, TX",116600,123600,134100,145800,140300,144400,5341,10233,9596,17085,16520,11007
"05000US17143","Peoria County, IL",124200,125000,136500,130500,130900,137000,5706,6494,4549,5461,7819,9212
"05000US17119","Madison County, IL",126300,128200,130300,137700,131600,136600,5178,5416,5292,5983,6534,7869
"05000US13153","Houston County, GA",128700,134300,134400,141800,129800,143900,9766,9658,7976.999999999999,10827,10817,9452
"05000US48471","Walker County, TX",100600,145400,100500,147200,156400,169400,25354,16388,33257,28568.999999999996,21861,22497
"05000US13157","Jackson County, GA",,,,,186500,203800,,,,,14154.000000000001,14159.000000000001
"05000US51059","Fairfax County, VA",490900,519300,544900,553200,567000,569000,5909,8735,8091,6914,6988,7009.999999999999
"05000US17115","Macon County, IL",96100,95100,98200,99300,97000,102100,4976,6143,4957,6555,5473,4953
"05000US17113","McLean County, IL",160300,161600,168500,164300,167200,173700,4112,5322,5165,5060,3990.9999999999995,5223
"05000US48479","Webb County, TX",107800,108600,117600,114000,133200,122300,4895,5834,4520,6435,7315,6842.999999999999
"05000US17111","McHenry County, IL",196400,210900,205300,216700,227900,233200,4873,5333,5648,4328,5652,5366
"05000US17099","LaSalle County, IL",121300,121700,131400,122700,135300,126300,4992,7297,5456,5830,9567,8449
"05000US13185","Lowndes County, GA",125600,121500,139200,137800,133500,145500,10499,9020,10503,13775.000000000001,12498,9840
"05000US51041","Chesterfield County, VA",206700,216900,221100,231600,240500,246800,5698,5197,6116,3982.0000000000004,6323,6025
"05000US48485","Wichita County, TX",88100,91300,98400,95000,100700,99500,3792.9999999999995,6207,8001,6463,6236,8361
"05000US17097","Lake County, IL",236600,247500,258100,264100,262600,269300,5851,6170,6929,6021,9136,7580.999999999999
"05000US17093","Kendall County, IL",186200,202000,210500,220300,239200,239500,10938,12143,10324,10454,8733,12734
"05000US13215","Muscogee County, GA",134500,138700,137000,150400,139000,141700,8885,6977.000000000001,8187,8610,7392,8330
"05000US48491","Williamson County, TX",187900,212300,227000,242000,272500,283000,4950,4373,3868.9999999999995,4932,4245,5807
"05000US17091","Kankakee County, IL",135100,136700,136300,140000,151100,147300,7851,10340,7293.999999999999,5535,9047,7305
"05000US48497","Wise County, TX",,,,,160800,175700,,,,,6580,16616
"05000US13217","Newton County, GA",103300,112000,128000,142200,148500,165200,11762,6276,12828,13531.999999999998,9524,7485.999999999999
"05000US51019","Bedford County, VA",192700,202400,198500,200300,198900,205400,10022,13765.999999999998,13880.999999999998,11432,13578,14343.000000000001
"05000US17089","Kane County, IL",201700,218000,229000,232700,237200,246000,7737,8412,7639,5651,6932.999999999999,6621
"05000US17043","DuPage County, IL",271300,279200,293500,300000,308800,317800,4040.9999999999995,3995.9999999999995,4353,5037,4837,4784
"05000US49005","Cache County, UT",186200,192900,203400,216000,218400,258500,8157,6391,8130,9154,10829,11573
"05000US13223","Paulding County, GA",124200,140300,147800,158800,170400,190100,7413.999999999999,8459,7328,5135,5422,8813
"05000US17037","DeKalb County, IL",160600,168600,162600,168400,169800,178800,7428.999999999999,7702.999999999999,5883,6709,8071,8866
"05000US17031","Cook County, IL",209700,213600,230900,234400,247600,255900,2328,2533,2600,2553,2208,2659
"05000US49011","Davis County, UT",224800,230600,243900,258600,282800,317300,5481,4650,5169,6687,7669,7148
"05000US13245","Richmond County, GA",94800,102400,102200,101600,101800,108500,6896,6454,4932,6998,7336.000000000001,9281
"05000US51015","Augusta County, VA",197500,206200,198900,213500,211700,225200,12418,16312.999999999998,12435,11796,13011,19225
"05000US17019","Champaign County, IL",147300,145500,157800,161500,169200,167400,6118,5489,5025,7357,8303,6809
"05000US17001","Adams County, IL",108800,112300,117600,130500,128200,137800,5769,7919.999999999999,6155,10009,11386,12036
"05000US49035","Salt Lake County, UT",229200,241500,256800,273700,301700,336500,3287,3628,4022.0000000000004,4259,5022,4545
"05000US13247","Rockdale County, GA",129400,137500,149100,166100,155800,178000,22811,11700,9403,11354,11448,15049
"05000US16083","Twin Falls County, ID",146100,149100,139900,160500,162300,183900,9516,8561,8592,7949.000000000001,7128,16551
"05000US13255","Spalding County, GA",,,,,119100,138300,,,,,13720.000000000001,13867
"05000US49045","Tooele County, UT",,,,,224000,238500,,,,,6992.000000000001,10826
"05000US16055","Kootenai County, ID",170800,192100,197700,239600,263500,276500,5432,10319,8392,11816,12112,13901
"05000US16027","Canyon County, ID",114100,129700,149200,153100,177300,190500,5614,5841,7143,6651,5796,7151
"05000US13285","Troup County, GA",115200,115200,125300,133400,140200,138200,16599,9787,11532,11849,25845,13561.000000000001
"05000US51013","Arlington County, VA",598200,604600,655000,678100,735100,707000,22618,20032,27058,27286,31064,30634
"05000US49049","Utah County, UT",221900,238800,253400,278000,297900,332900,3802,4051.9999999999995,4806,5603,6043,6693
"05000US16019","Bonneville County, ID",153100,157500,166200,165300,170900,198900,5261,7535,4940,5120,7341.000000000001,10533
"05000US16005","Bannock County, ID",145300,139600,151500,146100,156900,165800,8817,7999.000000000001,6774,8243,8232,6474
"05000US13295","Walker County, GA",93300,100700,126200,113400,120500,106400,13961,14300,13261,7253,14929,12236
"05000US49053","Washington County, UT",204300,221800,231400,266200,279800,313000,18341,10030,9294,11271,12190,12131
"05000US16001","Ada County, ID",180900,197800,218900,232500,256400,296800,7568.000000000001,6661,6811,6093,8923,6369
"05000US15009","Maui County, HI",471800,534100,569300,600800,641500,629500,19571,29813.999999999996,27663,22337,21519,19696
"05000US13297","Walton County, GA",139900,154800,161300,168900,187300,214900,20265,9709,9266,6819,9998,14780
"05000US51003","Albemarle County, VA",319300,343900,324700,331700,336200,389100,19591,26410,19529,21050,24415,23826
"05000US49057","Weber County, UT",168000,171400,172200,189400,221000,245500,3832,4198,4405,6539,6992.000000000001,5824
"05000US15007","Kauai County, HI",498300,492000,495900,558000,560600,627800,46048,28525,25433,42078,38571,29933.999999999996
"05000US15003","Honolulu County, HI",573800,590600,629900,658900,680200,701200,10097,8350,7682.999999999999,9489,10050,11942
"05000US13313","Whitfield County, GA",119800,118600,130600,127900,132400,131000,10439,8084.000000000001,9923,9193,15010,10538
"05000US50007","Chittenden County, VT",273900,269300,282800,292900,293800,301200,8248,8351,8475,10594,13289,13322
"05000US15001","Hawaii County, HI",291900,304600,321400,325000,344800,368200,12137,16470,18509,15794.000000000001,18072,15928.999999999998
"05000US13179","Liberty County, GA",120500,118600,118300,135200,,,10585,8638,9461,9179,,
"05000US21195","Pike County, KY",73200,70800,73400,,,,6513,10142,6467,,,
